ID,客户端ID,本地问题ID,批次名,目标版本,领域,文档类型,规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,Kit名称,开发责任人,测试责任人,问题描述,备注,修改建议,问题原文,参考句,PR地址,PR编号,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
cms75ff521b7imov4jztkf0yx,f56eb49f-f753-4482-bb74-e10355810efe,cms75ff521b7imov4jztkf0yx, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,86,未确认,P2,ArkUI,,,“不支持……参数设置为true”的搭配不通顺，未清晰区分适用场景、受限制的参数及具体受限操作，影响用户理解该错误的触发条件。,,对离屏节点进行截图时，不支持将色彩空间或动态范围模式的isAuto参数设置为true。,离屏节点截图不支持色彩空间或动态范围模式的isAuto参数设置为true。,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,目标文档第86行没有清楚表达受限动作，且“色彩空间或动态范围模式的isAuto参数”存在修饰范围歧义；interface/sdk_c/arkui/ace_engine/native/node_attributes/common_attributes.h第253-275、277-299行表明两类配置各自都有isAuto参数，native_node.h第14443-14446行明确离屏截图时将该参数设为true会触发160004。,将目标文档第86行、errorcode-snapshot.md第67行标题（不含句号）、第75行错误描述以及capi-native-node-h.md第2663行的函数返回值表统一为“离屏节点截图不支持将色彩空间或动态范围模式对应的isAuto参数设置为true。”；errorcode-snapshot.md第79、83行继续分别说明可能原因和处理步骤。
cms75ff4t1b7gmov4hvbb84wf,f56eb49f-f753-4482-bb74-e10355810efe,cms75ff4t1b7gmov4hvbb84wf, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,85,未确认,P2,ArkUI,,,“截图选项不支持的”与后文的修饰关系不清，原句既可能被理解为截图选项本身不支持相关模式，也可能表示截图选项中设置了不受支持的模式，未清晰说明错误产生的具体情形。,,截图选项中设置了不支持的色彩空间或动态范围模式。,截图选项不支持的色彩空间或动态范围模式。,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,目标文档第85行“截图选项不支持的……”是修饰关系不清的名词短语；interface/sdk_c/arkui/ace_engine/native/error_code.h第301-306行表达的是所提供的模式不受支持，errorcode-snapshot.md第57-65行也说明是不受支持的取值。,将目标文档第85行、errorcode-snapshot.md第49行标题（不含句号）、第57行错误描述以及capi-native-node-h.md第2663行的函数返回值表统一为“截图选项中设置的色彩空间或动态范围模式不受支持。”
cms75ff4j1b7emov4upq74ogb,f56eb49f-f753-4482-bb74-e10355810efe,cms75ff4j1b7emov4upq74ogb, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,50,未确认,P2,ArkUI,,,句中多次重复使用“错误”和“失败”，且“内部执行失败导致操作失败”存在语义重复，影响错误原因描述的简洁性和清晰度。,,出现内部错误，例如内部环境异常或内部执行异常导致操作失败。,出现内部错误，例如内部环境错误导致失败，或者由于内部执行失败导致操作失败。,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,目标文档第50行“错误导致失败、执行失败导致操作失败”语义重复且近似循环解释；interface/sdk_c/arkui/ace_engine/native/error_code.h第68-74行实际区分运行环境问题和接口内部执行错误两类情形。,将目标文档第50行改为“出现内部错误，例如运行环境异常导致接口调用失败，或接口内部执行失败。”，删除循环表述但保留两类原因。
cms75f4sb1b5tmov4m299wze8,f56eb49f-f753-4482-bb74-e10355810efe,cms75f4sb1b5tmov4m299wze8, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,58,未确认,P2,ArkUI,,,枚举项名称中的“PARAM_INDEX_OUT_OF_RANGE”表示参数索引或下标越界，并非参数长度超过限制；同一行引用的错误码标题也明确为“参数下标越界”。当前描述将错误场景写成“参数长度超限”，与枚举项名称和引用内容均不一致，可能误导开发者排查错误原因。,,| ARKUI_ERROR_CODE_NODE_EVENT_PARAM_INDEX_OUT_OF_RANGE = 106107 | 组件事件中参数下标越界。错误码的详细介绍请参见[106107 参数下标越界](errorcode-nodeadapter.md#106107-参数下标越界)。<br>**起始版本：** 12 |,| ARKUI_ERROR_CODE_NODE_EVENT_PARAM_INDEX_OUT_OF_RANGE = 106107 | 组件事件中参数长度超限。错误码的详细介绍请参见[106107 参数下标越界](errorcode-nodeadapter.md#106107-参数下标越界)。<br>**起始版本：** 12 |,针对表格中名称、参数名、类型、接口名、参数项等英文，判断与同一行中描述、说明或功能等中文描述的一致性问题。对表中描述、说明或功能等，结合上下文，检查是否有不一致、错误、冗余问题。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,是,目标文档第58行把INDEX_OUT_OF_RANGE写成“参数长度超限”，与枚举名和链接标题“参数下标越界”不一致；ace_engine/interfaces/native/node/event_converter.cpp第1460-1463、1488-1491行均在index越界时返回106107。,将目标文档第58行、errorcode-nodeadapter.md第67行标题（不含句号）、第71行错误信息、第75行错误描述以及capi-native-node-h.md第793、822行的函数返回值表分别统一为“组件事件中的参数下标越界。”和“The parameter index in the component event is out of range.”，并将目标文档第58行的链接锚点更新为新标题。
cms75f03s1b5emov4pbl8nc3x,f56eb49f-f753-4482-bb74-e10355810efe,cms75f03s1b5emov4pbl8nc3x, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,64,未确认,P2,ArkUI,,,该行使用了规则明确禁止的`<br/>`换行标签，应统一改为`<br>`。,,| ARKUI_ERROR_CODE_BUFFER_SIZE_ERROR = 106202 | 传入的buffer size异常（数据过大）。<br>错误码的详细介绍请参见[106202 传入的buffer size异常](errorcode-router.md#106202-传入的buffer-size异常)。<br>**起始版本：** 12 |,| ARKUI_ERROR_CODE_BUFFER_SIZE_ERROR = 106202 | 传入的buffer size异常（数据过大）。<br/>错误码的详细介绍请参见[106202 传入的buffer size异常](errorcode-router.md#106202-传入的buffer-size异常)。<br>**起始版本：** 12 |,7. **规范使用换行符：** 在使用换行符时，统一使用规范的`<br>`，`<br/>`、`</br>`均为错误写法。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,否,目标文档第64行的<br/>是仓库允许的换行标签；zh-cn/contribute/markdown-check/md-style-check.md第424-425行明确同时接受<br>和<br/>，errorcodes-template.md第14-18行也直接使用<br/>。,保留目标文档第64行的<br/>；仅按第19条记录修正同一行的106202错误含义，无需改为<br>。
cms75f03l1b5cmov44fsw10tq,f56eb49f-f753-4482-bb74-e10355810efe,cms75f03l1b5cmov44fsw10tq, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,63,未确认,P2,ArkUI,,,该行使用了规则明确禁止的`<br/>`换行标签，应统一改为`<br>`。,,| ARKUI_ERROR_CODE_GET_INFO_FAILED = 106201 | 查询路由导航信息失败。<br>错误码的详细介绍请参见[106201 查询路由导航信息失败](errorcode-router.md#106201-查询路由导航信息失败)。<br>**起始版本：** 12 |,| ARKUI_ERROR_CODE_GET_INFO_FAILED = 106201 | 查询路由导航信息失败。<br/>错误码的详细介绍请参见[106201 查询路由导航信息失败](errorcode-router.md#106201-查询路由导航信息失败)。<br>**起始版本：** 12 |,7. **规范使用换行符：** 在使用换行符时，统一使用规范的`<br>`，`<br/>`、`</br>`均为错误写法。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,否,目标文档第63行的<br/>是仓库允许的换行标签；zh-cn/contribute/markdown-check/md-style-check.md第424-425行明确同时接受<br>和<br/>，errorcodes-template.md第14-18行也直接使用<br/>。,保留目标文档第63行的<br/>，无需改为<br>。
cms75f03e1b5amov42f0d2adf,f56eb49f-f753-4482-bb74-e10355810efe,cms75f03e1b5amov42f0d2adf, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,62,未确认,P2,ArkUI,,,该行使用了规则明确禁止的`<br/>`换行标签，应统一改为`<br>`。,,| ARKUI_ERROR_CODE_NODE_INDEX_INVALID = 106200 | 传入的索引值非法。<br>错误码的详细介绍请参见[106200 传入的索引值非法](errorcode-router.md#106200-传入的索引值非法)。<br>**起始版本：** 12 |,| ARKUI_ERROR_CODE_NODE_INDEX_INVALID = 106200 | 传入的索引值非法。<br/>错误码的详细介绍请参见[106200 传入的索引值非法](errorcode-router.md#106200-传入的索引值非法)。<br>**起始版本：** 12 |,7. **规范使用换行符：** 在使用换行符时，统一使用规范的`<br>`，`<br/>`、`</br>`均为错误写法。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,否,目标文档第62行的<br/>是仓库允许的换行标签；zh-cn/contribute/markdown-check/md-style-check.md第424-425行明确同时接受<br>和<br/>，errorcodes-template.md第14-18行也直接使用<br/>。,保留目标文档第62行的<br/>，无需改为<br>。
cms75dufg1b2omov4so4doup6,f56eb49f-f753-4482-bb74-e10355810efe,cms75dufg1b2omov4so4doup6, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node-render-monitor.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md,,,29,未确认,P3,ArkUI,,,“注册的监听渲染状态的节点数”连续使用两个结构助词“的”，修饰关系不够简洁；将“注册的监听”调整为“注册监听”可在保持原意的同时使表达更流畅。,,请确保注册监听渲染状态的节点数少于64个。,请确保注册的监听渲染状态的节点数小于64。,"是否存在冗余修饰、重复啰嗦的表述（如""的作用是""""通过...来""""所对应的""等堆砌）",,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,目标文档第29行“注册的监听……的节点”修饰冗余，且“小于64”把允许数量误写成最多63个；ace_engine/frameworks/core/components_ng/base/node_render_status_monitor.cpp第26、31、67行将上限设为64，并在已有数量达到64后才拒绝继续注册。,将目标文档第29行改为“请确保单个UI实例中注册监听渲染状态的节点不超过64个。”，同时修正语序、量词和边界值。
cms75duf71b2mmov467l2xg81,f56eb49f-f753-4482-bb74-e10355810efe,cms75duf71b2mmov467l2xg81, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node-render-monitor.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/errorcode-node-render-monitor.md,,,25,未确认,P3,ArkUI,,,“单个UI实例”中的英文缩写“UI”与前后中文之间缺少空格，不符合中英文混排格式一致性要求。,,调用[on('nodeRenderState')](arkts-apis-uicontext-uiobserver.md#onnoderenderstate20)接口注册节点渲染状态监听时，单个 UI 实例中注册的监听节点数超过限制。,调用[on('nodeRenderState')](arkts-apis-uicontext-uiobserver.md#onnoderenderstate20)接口注册节点渲染状态监听时，单个UI实例中注册的监听节点数超过限制。,中英文混排是否符合规范（如中英文之间是否有空格）,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,目标文档第25行“单个UI实例”与同目录errorcode-internal.md第47、49行的“UI实例”写法一致；errorcodes-template.md第11-18行未规定中文与UI之间必须插入空格。,保留目标文档第25行“单个UI实例”的现有写法，不仅因排版扫描添加空格。
cms75bk2z1akemov47vq5wgev,f56eb49f-f753-4482-bb74-e10355810efe,cms75bk2z1akemov47vq5wgev, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-vector2animatablepropertyhandle.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-vector2animatablepropertyhandle.md,,ArkUI_Vector2AnimatablePropertyHandle,10,未确认,P1,ArkUI,,,该 typedef 声明末尾缺少 C 语言必需的分号，直接放入 C 语言上下文后会产生语法错误，无法正常编译。,,typedef struct ArkUI_Vector2AnimatableProperty* ArkUI_Vector2AnimatablePropertyHandle;,typedef struct ArkUI_Vector2AnimatableProperty* ArkUI_Vector2AnimatablePropertyHandle,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,capi-arkui-nativemodule-arkui-vector2animatablepropertyhandle.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_render.h第99行，内容为“typedef struct ArkUI_Vector2AnimatableProperty* ArkUI_Vector2AnimatablePropertyHandle;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-vector2animatablepropertyhandle.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_render.h第99行的真实头文件声明。
cms75b4pm1agsmov4452f7aj8,f56eb49f-f753-4482-bb74-e10355810efe,cms75b4pm1agsmov4452f7aj8, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-vector2animatablepropertyhandle.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-vector2animatablepropertyhandle.md,,ArkUI_Vector2AnimatablePropertyHandle,10,未确认,P1,ArkUI,,,该代码块标注为C语言，但typedef声明末尾缺少必需的分号，不构成完整、合法的C声明，复制使用时会导致编译错误。,,typedef struct ArkUI_Vector2AnimatableProperty* ArkUI_Vector2AnimatablePropertyHandle;,typedef struct ArkUI_Vector2AnimatableProperty* ArkUI_Vector2AnimatablePropertyHandle,代码块中代码编写不符合语法、规范等。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-vector2animatablepropertyhandle.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_render.h第99行，内容为“typedef struct ArkUI_Vector2AnimatableProperty* ArkUI_Vector2AnimatablePropertyHandle;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-vector2animatablepropertyhandle.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_render.h第99行的真实头文件声明。
cms75a2vd1a85mov4fytmdl12,f56eb49f-f753-4482-bb74-e10355810efe,cms75a2vd1a85mov4fytmdl12, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-rendernodeblurstyleoption.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendernodeblurstyleoption.md,,ArkUI_RenderBlurStyleOption,10,未确认,P1,ArkUI,,,该typedef声明末尾缺少C语言语法要求的分号。将该代码片段放入C语言上下文后会产生编译错误，明确违反示例代码应能正常编译且无报错的要求。,,typedef struct ArkUI_RenderBlurStyleOption ArkUI_RenderBlurStyleOption;,typedef struct ArkUI_RenderBlurStyleOption ArkUI_RenderBlurStyleOption,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,capi-arkui-nativemodule-arkui-rendernodeblurstyleoption.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_render.h第183行，内容为“typedef struct ArkUI_RenderBlurStyleOption ArkUI_RenderBlurStyleOption;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-rendernodeblurstyleoption.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_render.h第183行的真实头文件声明。
cms759lq81a3qmov471jenvqc,f56eb49f-f753-4482-bb74-e10355810efe,cms759lq81a3qmov471jenvqc, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,capi-arkui-nativemodule-arkui-nodecustomevent.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodecustomevent.md,,ArkUI_NodeCustomEvent,15,未确认,P2,ArkUI,,,该概述只说明这是自定义组件事件的通用结构类型，没有说明该类型的总体用途、适用场景以及带来的收益，读者难以据此了解应在何种场景下使用该类型。,,定义自定义组件事件的通用结构类型，适用于需要统一表示自定义组件事件的场景。,定义自定义组件事件的通用结构类型。,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,是,目标文档第15行只说“通用结构类型”，未说明如何使用；native-template.md第58-65行要求结构体说明作用和使用场合，interface/sdk_c/arkui/ace_engine/native/native_node.h第13533-13545、13745-13807行表明该对象用于自定义组件测量、布局、绘制回调并传递事件信息。,将目标文档第15行扩写为“定义自定义组件事件的通用结构类型，用于在自定义组件的测量、布局和绘制事件回调中传递事件信息。”，并同步capi-native-node-h.md第38行汇总表。
cms759lq21a3omov477gz4f7f,f56eb49f-f753-4482-bb74-e10355810efe,cms759lq21a3omov477gz4f7f, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-rendernodeblurstyleoption.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendernodeblurstyleoption.md,,ArkUI_RenderBlurStyleOption,10,未确认,P1,ArkUI,,,C 语言的 typedef 声明必须以分号结束。当前声明缺少分号，无法作为合法的 C 声明通过语法检查。,,typedef struct ArkUI_RenderBlurStyleOption ArkUI_RenderBlurStyleOption;,typedef struct ArkUI_RenderBlurStyleOption ArkUI_RenderBlurStyleOption,代码块中代码编写不符合语法、规范等。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-rendernodeblurstyleoption.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_render.h第183行，内容为“typedef struct ArkUI_RenderBlurStyleOption ArkUI_RenderBlurStyleOption;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-rendernodeblurstyleoption.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_render.h第183行的真实头文件声明。
cms758i1m19ufmov4j3b00z1t,f56eb49f-f753-4482-bb74-e10355810efe,cms758i1m19ufmov4j3b00z1t, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-nodecustomevent.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodecustomevent.md,,ArkUI_NodeCustomEvent,10,未确认,P1,ArkUI,,,该 typedef 声明末尾缺少 C 语言语法要求的分号，按原样放入代码上下文会产生语法错误，无法通过编译。,,typedef struct ArkUI_NodeCustomEvent ArkUI_NodeCustomEvent;,typedef struct ArkUI_NodeCustomEvent ArkUI_NodeCustomEvent,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,capi-arkui-nativemodule-arkui-nodecustomevent.md第10行是生成器用于类型详情页的接口签名展示，不是可复制的完整示例；真实声明位于interface/sdk_c/arkui/ace_engine/native/native_node.h第12977行，内容为“typedef struct ArkUI_NodeCustomEvent ArkUI_NodeCustomEvent;”，已经包含分号。,保留capi-arkui-nativemodule-arkui-nodecustomevent.md第10行的生成签名格式，不额外添加分号；编译时应使用interface/sdk_c/arkui/ace_engine/native/native_node.h第12977行的真实头文件声明。
cms7586aa19pxmov4hara10jn,f56eb49f-f753-4482-bb74-e10355810efe,cms7586aa19pxmov4hara10jn, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,capi-arkui-nativemodule-arkui-nodebordercoloroption.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodebordercoloroption.md,,ArkUI_NodeBorderColorOption,15,未确认,P2,ArkUI,,,该概述仅笼统说明这是边框颜色配置项，未明确其作用对象和总体用途，用户难以从概述中直接了解该类型用于配置节点渲染时的边框颜色，功能描述不够完整。,,定义用于在节点渲染时指定边框颜色的配置项。,定义边框颜色配置项。,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,是,目标文档第15行仅称“边框颜色配置项”，未说明作用对象和用法；native-template.md第58-65行要求说明结构体使用场合，interface/sdk_c/arkui/ace_engine/native/native_render.h第1780-1804行表明该配置项按边方向为渲染节点设置边框颜色。,将目标文档第15行改为“定义节点边框颜色配置项，用于按边方向设置渲染节点的边框颜色。”，并同步capi-native-render-h.md第42行汇总表。
